key_centro,nome_centro,empresa,nome_empreendimento,cod_insumo,cod_sub_grupo,descricao_insumo,unidade,data_movimento,classe,tipo_movimento,tipo_documento,numero_documento,num_movimento,quantidade,preco_unitario,valor,titulo_grupo,titulo_subgrupo,quantidade_estoque_atual,valor_estoque_atual
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-09-23,S,S,RM,50211,10211,975645,1,975645,ACESSÓRIOS,VALES,6969927,6969927
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-09-19,E,C,NF-e,50212,10212,270487,6.5,1758165.5,AÇOS,VERGALHOES,882304,5734976
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-09-10,S,S,RM,50213,10213,140490,6.5,913185,AÇOS,VERGALHOES,741814,4821791
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-09-26,S,T,TRF,50214,10214,37005,6.5,240532.5,AÇOS,VERGALHOES,704809,4581258.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-09-26,E,C,NF-e,50215,10215,597573,3.2,1912233.6,FIOS E CABOS,CONDUTORES,2487542,7960134.4
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-09-05,S,S,RM,50216,10216,288732,3.2,923942.4,FIOS E CABOS,CONDUTORES,2198810,7036192
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-09-20,E,C,NF-e,50217,10217,80028,25,2000700,TELHAS ESPECIAIS,TELHAS,342162,8554050
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-09-21,S,S,RM,50218,10218,38761,25,969025,TELHAS ESPECIAIS,TELHAS,303401,7585025
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-09-07,E,C,NF-e,50219,10219,43628,42,1832376,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,185277,7781634
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-09-01,S,S,RM,50220,10220,22238,42,933996,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,163039,6847638
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-09-12,E,C,NF-e,50221,10221,5728,350,2004800,CONCRETO USINADO,CONCRETOS,24622,8617700
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-09-01,S,S,RM,50222,10222,2777,350,971950,CONCRETO USINADO,CONCRETOS,21845,7645750
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-09-16,E,C,NF-e,50223,10223,341405,5.8,1980149,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1163851,6750335.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-09-05,S,S,RM,50224,10224,148936,5.8,863828.7999999999,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1014915,5886507
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-09-15,S,T,TRF,50225,10225,45572,5.8,264317.6,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,969343,5622189.399999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-10-07,E,C,NF-e,50226,10226,3702606,0.5,1851303,AGLOMERANTES,CIMENTO,12648134,6324067
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-10-22,S,S,RM,50227,10227,1456863,0.5,728431.5,AGLOMERANTES,CIMENTO,11191271,5595635.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-10-21,S,T,TRF,50228,10228,748681,0.5,374340.5,AGLOMERANTES,CIMENTO,10442590,5221295
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-10-26,E,C,NF-e,50229,10229,2837555,0.7,1986288.4999999998,AGLOMERANTES,CIMENTO,13064384,9145068.799999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-10-29,S,S,RM,50230,10230,1199191,0.7,839433.7,AGLOMERANTES,CIMENTO,11865193,8305635.1
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-10-08,E,C,NF-e,50231,10231,25028,65,1626820,AGREGADOS,AREIAS,130932,8510580
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-10-21,S,S,RM,50232,10232,10839,65,704535,AGREGADOS,AREIAS,120093,7806045
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-10-14,E,C,NF-e,50233,10233,3781806,0.45,1701812.7,CERÂMICAS,TIJOLOS,19785335,8903400.75
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-10-06,S,S,RM,50234,10234,1546007,0.45,695703.15,CERÂMICAS,TIJOLOS,18239328,8207697.600000001
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-10-02,E,C,NF-e,50235,10235,1883898,1,1883898,ACESSÓRIOS,VALES,8853825,8853825
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-10-05,S,S,RM,50236,10236,832045,1,832045,ACESSÓRIOS,VALES,8021780,8021780
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-10-09,E,C,NF-e,50237,10237,317522,6.5,2063893,AÇOS,VERGALHOES,1022331,6645151.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-10-11,S,S,RM,50238,10238,109773,6.5,713524.5,AÇOS,VERGALHOES,912558,5931627
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-10-06,S,T,TRF,50239,10239,66167,6.5,430085.5,AÇOS,VERGALHOES,846391,5501541.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-10-05,E,C,NF-e,50240,10240,643724,3.2,2059916.8,FIOS E CABOS,CONDUTORES,2842534,9096108.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-10-16,S,S,RM,50241,10241,248672,3.2,795750.4,FIOS E CABOS,CONDUTORES,2593862,8300358.4
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-10-12,E,C,NF-e,50242,10242,82903,25,2072575,TELHAS ESPECIAIS,TELHAS,386304,9657600
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-10-07,S,S,RM,50243,10243,28701,25,717525,TELHAS ESPECIAIS,TELHAS,357603,8940075
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-10-29,E,C,NF-e,50244,10244,40460,42,1699320,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,203499,8546958
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-10-16,S,S,RM,50245,10245,17271,42,725382,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,186228,7821576
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-10-09,E,C,NF-e,50246,10246,5782,350,2023700,CONCRETO USINADO,CONCRETOS,27627,9669450
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-10-01,S,S,RM,50247,10247,2392,350,837200,CONCRETO USINADO,CONCRETOS,25235,8832250
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-10-15,E,C,NF-e,50248,10248,278328,5.8,1614302.4,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1247671,7236491.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-10-03,S,S,RM,50249,10249,126725,5.8,735005,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1120946,6501486.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-10-18,S,T,TRF,50250,10250,41350,5.8,239830,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1079596,6261656.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-11-15,E,C,NF-e,50251,10251,4205927,0.5,2102963.5,AGLOMERANTES,CIMENTO,14648517,7324258.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-11-01,S,S,RM,50252,10252,1625456,0.5,812728,AGLOMERANTES,CIMENTO,13023061,6511530.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-11-01,S,T,TRF,50253,10253,847666,0.5,423833,AGLOMERANTES,CIMENTO,12175395,6087697.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-11-24,E,C,NF-e,50254,10254,2753674,0.7,1927571.7999999998,AGLOMERANTES,CIMENTO,14618867,10233206.899999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-11-01,S,S,RM,50255,10255,1295854,0.7,907097.7999999999,AGLOMERANTES,CIMENTO,13323013,9326109.1
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-11-17,E,C,NF-e,50256,10256,25857,65,1680705,AGREGADOS,AREIAS,145950,9486750
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-11-08,S,S,RM,50257,10257,12619,65,820235,AGREGADOS,AREIAS,133331,8666515
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-11-09,E,C,NF-e,50258,10258,4709398,0.45,2119229.1,CERÂMICAS,TIJOLOS,22948726,10326926.700000001
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-11-17,S,S,RM,50259,10259,1716105,0.45,772247.25,CERÂMICAS,TIJOLOS,21232621,9554679.450000001
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-11-18,E,C,NF-e,50260,10260,1859038,1,1859038,ACESSÓRIOS,VALES,9880818,9880818
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-11-21,S,S,RM,50261,10261,772906,1,772906,ACESSÓRIOS,VALES,9107912,9107912
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-11-17,E,C,NF-e,50262,10262,256037,6.5,1664240.5,AÇOS,VERGALHOES,1102428,7165782
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-11-07,S,S,RM,50263,10263,120463,6.5,783009.5,AÇOS,VERGALHOES,981965,6382772.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-11-17,S,T,TRF,50264,10264,54364,6.5,353366,AÇOS,VERGALHOES,927601,6029406.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-11-08,E,C,NF-e,50265,10265,664128,3.2,2125209.6,FIOS E CABOS,CONDUTORES,3257990,10425568
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-11-17,S,S,RM,50266,10266,240983,3.2,771145.6000000001,FIOS E CABOS,CONDUTORES,3017007,9654422.4
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-11-06,E,C,NF-e,50267,10267,78270,25,1956750,TELHAS ESPECIAIS,TELHAS,435873,10896825
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-11-29,S,S,RM,50268,10268,31072,25,776800,TELHAS ESPECIAIS,TELHAS,404801,10120025
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-11-18,E,C,NF-e,50269,10269,47515,42,1995630,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,233743,9817206
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-11-13,S,S,RM,50270,10270,19131,42,803502,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,214612,9013704
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-11-13,E,C,NF-e,50271,10271,4939,350,1728650,CONCRETO USINADO,CONCRETOS,30174,10560900
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-11-26,S,S,RM,50272,10272,2288,350,800800,CONCRETO USINADO,CONCRETOS,27886,9760100
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-11-26,E,C,NF-e,50273,10273,306569,5.8,1778100.2,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1386165,8039757
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-11-18,S,S,RM,50274,10274,158133,5.8,917171.4,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1228032,7122585.6
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-11-30,S,T,TRF,50275,10275,70497,5.8,408882.6,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1157535,6713703
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-12-15,E,C,NF-e,50276,10276,3596916,0.5,1798458,AGLOMERANTES,CIMENTO,15772311,7886155.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-12-06,S,S,RM,50277,10277,1159946,0.5,579973,AGLOMERANTES,CIMENTO,14612365,7306182.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,630,10,CIMENTO PORTLAND,KG,2024-12-11,S,T,TRF,50278,10278,549991,0.5,274995.5,AGLOMERANTES,CIMENTO,14062374,7031187
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-12-23,E,C,NF-e,50279,10279,2740671,0.7,1918469.7,AGLOMERANTES,CIMENTO,16063684,11244578.799999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-12-07,S,S,RM,50280,10280,823245,0.7,576271.5,AGLOMERANTES,CIMENTO,15240439,10668307.299999999
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-12-25,E,C,NF-e,50281,10281,27668,65,1798420,AGREGADOS,AREIAS,160999,10464935
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,227,20,AREIA GROSSA,M3,2024-12-26,S,S,RM,50282,10282,9453,65,614445,AGREGADOS,AREIAS,151546,9850490
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-12-26,E,C,NF-e,50283,10283,4462783,0.45,2008252.35,CERÂMICAS,TIJOLOS,25695404,11562931.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-12-16,S,S,RM,50284,10284,1494135,0.45,672360.75,CERÂMICAS,TIJOLOS,24201269,10890571.05
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-12-30,E,C,NF-e,50285,10285,1898616,1,1898616,ACESSÓRIOS,VALES,11006528,11006528
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,21114,20,VALE MATERIAL P/OBRA,R$,2024-12-11,S,S,RM,50286,10286,639766,1,639766,ACESSÓRIOS,VALES,10366762,10366762
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-12-06,E,C,NF-e,50287,10287,298428,6.5,1939782,AÇOS,VERGALHOES,1226029,7969188.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-12-02,S,S,RM,50288,10288,89089,6.5,579078.5,AÇOS,VERGALHOES,1136940,7390110
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,540,20,AÇO CA-50 10.0MM,KG,2024-12-11,S,T,TRF,50289,10289,67327,6.5,437625.5,AÇOS,VERGALHOES,1069613,6952484.5
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-12-17,E,C,NF-e,50290,10290,648247,3.2,2074390.4000000001,FIOS E CABOS,CONDUTORES,3665254,11728812.8
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-12-16,S,S,RM,50291,10291,197487,3.2,631958.4,FIOS E CABOS,CONDUTORES,3467767,11096854.4
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-12-24,E,C,NF-e,50292,10292,74814,25,1870350,TELHAS ESPECIAIS,TELHAS,479615,11990375
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-12-20,S,S,RM,50293,10293,25921,25,648025,TELHAS ESPECIAIS,TELHAS,453694,11342350
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-12-07,E,C,NF-e,50294,10294,44674,42,1876308,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,259286,10890012
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-12-18,S,S,RM,50295,10295,14045,42,589890,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,245241,10300122
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-12-02,E,C,NF-e,50296,10296,4939,350,1728650,CONCRETO USINADO,CONCRETOS,32825,11488750
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-12-31,S,S,RM,50297,10297,1763,350,617050,CONCRETO USINADO,CONCRETOS,31062,10871700
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-12-09,E,C,NF-e,50298,10298,311330,5.8,1805714,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1468865,8519417
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-12-21,S,S,RM,50299,10299,97740,5.8,566892,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1371125,7952525
BRI.01.0001,Saneamento e Pavimentacao do Mondubim,BRI,Consorcio Mondubim,1200,20,OLEO DIESEL S10,L,2024-12-19,S,T,TRF,50300,10300,47821,5.8,277361.8,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,1323304,7675163.2
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,630,10,CIMENTO PORTLAND,KG,2024-01-17,E,C,NF-e,50301,10301,1077786,0.5,538893,AGLOMERANTES,CIMENTO,1077786,538893
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,630,10,CIMENTO PORTLAND,KG,2024-01-10,S,T,TRF,50302,10302,155152,0.5,77576,AGLOMERANTES,CIMENTO,922634,461317
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,23307,10,CIMENTO PORTLAND COMPOSTO CP II-32,KG,2024-01-10,E,C,NF-e,50303,10303,524984,0.7,367488.8,AGLOMERANTES,CIMENTO,524984,367488.8
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,227,20,AREIA GROSSA,M3,2024-01-06,E,C,NF-e,50304,10304,6408,65,416520,AGREGADOS,AREIAS,6408,416520
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,6081,20,TIJOLO CERÂMICO 9CM X 19CM X 19CM,UN,2024-01-13,E,C,NF-e,50305,10305,839693,0.45,377861.85000000003,CERÂMICAS,TIJOLOS,839693,377861.85000000003
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,21114,20,VALE MATERIAL P/OBRA,R$,2024-01-23,E,C,NF-e,50306,10306,392542,1,392542,ACESSÓRIOS,VALES,392542,392542
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,540,20,AÇO CA-50 10.0MM,KG,2024-01-14,E,C,NF-e,50307,10307,57256,6.5,372164,AÇOS,VERGALHOES,57256,372164
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,540,20,AÇO CA-50 10.0MM,KG,2024-01-02,S,T,TRF,50308,10308,10753,6.5,69894.5,AÇOS,VERGALHOES,46503,302269.5
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,880,20,CABO COBRE FLEXIVEL 2.5MM2,M,2024-01-19,E,C,NF-e,50309,10309,143680,3.2,459776,FIOS E CABOS,CONDUTORES,143680,459776
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,1050,20,TELHA ONDULADA FIBROCIMENTO,UN,2024-01-05,E,C,NF-e,50310,10310,18330,25,458250,TELHAS ESPECIAIS,TELHAS,18330,458250
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,3200,20,PAVIMENTO INTERTRAVADO 6CM,M2,2024-01-28,E,C,NF-e,50311,10311,11112,42,466704,PAVIMENTAÇÃO PRÉ-MOLDADA,PAVIMENTOS,11112,466704
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,4500,20,CONCRETO USINADO FCK 30 MPA,M3,2024-01-10,E,C,NF-e,50312,10312,1541,350,539350,CONCRETO USINADO,CONCRETOS,1541,539350
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,1200,20,OLEO DIESEL S10,L,2024-01-05,E,C,NF-e,50313,10313,71437,5.8,414334.6,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,71437,414334.6
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,1200,20,OLEO DIESEL S10,L,2024-01-19,S,T,TRF,50314,10314,16515,5.8,95787,COMBUSTÍVEIS E LUBRIFICANTES,COMBUSTIVEIS,54922,318547.6
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,630,10,CIMENTO PORTLAND,KG,2024-02-15,E,C,NF-e,50315,10315,908355,0.5,454177.5,AGLOMERANTES,CIMENTO,1830989,915494.5
OK.02.0003,Duplicacao da Rodovia BR-101,OK,Duplicacao BR101,630,10,CIMENTO PORTLAND,KG,2024-02-05,S,T,TRF,50316,10316,176724,0.5,88362,AGLOMERANTES,CIMENTO,1654265,827132.5
